0,0.03105
0.004,0.03105
0.008,0.03136
0.012,0.03113
0.016,0.03151
0.02,0.0312
0.024,0.03113
0.028,0.03014
0.032,0.03021
0.036,0.03136
0.06,0.0312
0.064,0.03143
0.068,0.03212
0.072,0.03273
0.076,0.03204
0.08,0.03105
0.084,0.03159
0.088,0.03143
0.092,0.03204
0.096,0.03181
0.128,0.03128
0.132,0.03227
0.136,0.03151
0.14,0.03151
0.144,0.0312
0.148,0.03136
0.152,0.03159
0.156,0.03159
0.16,0.03143
0.164,0.03151
0.188,0.03159
0.192,0.03151
0.196,0.03212
0.2,0.03227
0.204,0.03166
0.208,0.03204
0.212,0.03235
0.216,0.03159
0.22,0.03113
0.224,0.03075
0.256,0.03098
0.26,0.03128
0.264,0.03197
0.268,0.03159
0.272,0.03143
0.276,0.03204
0.28,0.03174
0.284,0.03189
0.288,0.03212
0.292,0.03242
0.312,0.03128
0.316,0.03181
0.32,0.03166
0.324,0.03212
0.328,0.03204
0.332,0.03189
0.336,0.03151
0.34,0.03151
0.344,0.03174
0.348,0.03143
0.368,0.0322
0.372,0.03174
0.376,0.03174
0.38,0.03181
0.384,0.03197
0.388,0.03143
0.392,0.03136
0.396,0.0325
0.4,0.03197
0.404,0.03181
0.428,0.03159
0.432,0.03197
0.436,0.03128
0.44,0.03082
0.444,0.03128
0.448,0.03189
0.452,0.03281
0.456,0.03227
0.46,0.03235
0.464,0.03235
0.484,0.03166
0.488,0.03212
0.492,0.03212
0.496,0.03098
0.5,0.03151
0.504,0.03189
0.508,0.03174
0.512,0.03159
0.516,0.03136
0.52,0.03098
0.548,0.0322
0.552,0.03113
0.556,0.03128
0.56,0.03105
0.564,0.03181
0.568,0.0322
0.572,0.03174
0.576,0.03166
0.58,0.03181
0.584,0.03242
0.604,0.03113
0.608,0.03174
0.612,0.03212
0.616,0.03235
0.62,0.0322
0.624,0.03181
0.628,0.03151
0.632,0.03128
0.636,0.03136
0.64,0.03105
0.66,0.03197
0.664,0.03204
0.668,0.03197
0.672,0.03197
0.676,0.03296
0.68,0.0322
0.684,0.03181
0.688,0.03143
0.692,0.03143
0.696,0.03098
0.716,0.03143
0.72,0.03136
0.724,0.03166
0.728,0.03181
0.732,0.03189
0.736,0.03189
0.74,0.03159
0.744,0.03204
0.748,0.03242
0.752,0.03204
0.776,0.03174
0.78,0.03174
0.784,0.03212
0.788,0.03181
0.792,0.03159
0.796,0.03159
0.8,0.03227
0.804,0.03181
0.808,0.03197
0.812,0.0322
0.832,0.03151
0.836,0.03166
0.84,0.03166
0.844,0.03151
0.848,0.03151
0.852,0.03105
0.856,0.03128
0.86,0.03189
0.864,0.03235
0.868,0.03189
0.888,0.03128
0.892,0.0312
0.896,0.03151
0.9,0.03189
0.904,0.0322
0.908,0.03174
0.912,0.03197
0.916,0.03136
0.92,0.03204
0.924,0.03174
0.944,0.03128
0.948,0.03136
0.952,0.03151
0.956,0.03212
0.96,0.03265
0.964,0.03189
0.968,0.03151
0.972,0.03098
0.976,0.03067
0.98,0.03105
1,0.0309
1.004,0.03181
1.008,0.03166
1.012,0.03166
1.016,0.03113
1.02,0.03128
1.024,0.03151
1.028,0.03174
1.032,0.0312
1.036,0.0312
1.06,0.03067
1.064,0.03113
1.068,0.03128
1.072,0.03143
1.076,0.0312
1.08,0.03128
1.084,0.03174
1.088,0.03159
1.092,0.03159
1.096,0.0312
1.116,0.03082
1.12,0.03151
1.124,0.03166
1.128,0.03181
1.132,0.0309
1.136,0.03059
1.14,0.03159
1.144,0.03159
1.148,0.03174
1.152,0.03159
1.172,0.03166
1.176,0.03098
1.18,0.03098
1.184,0.03105
1.188,0.03151
1.192,0.03098
1.196,0.03136
1.2,0.03181
1.204,0.0322
1.208,0.03242
1.228,0.0312
1.232,0.03181
1.236,0.03151
1.24,0.03159
1.244,0.03159
1.248,0.03174
1.252,0.03159
1.256,0.03181
1.26,0.03128
1.264,0.0312
1.284,0.03113
1.288,0.03151
1.292,0.03113
1.296,0.03136
1.3,0.03159
1.304,0.03189
1.308,0.03189
1.312,0.03166
1.316,0.03113
1.32,0.03212
1.344,0.03143
1.348,0.03189
1.352,0.03128
1.356,0.03159
1.36,0.03258
1.364,0.03227
1.368,0.0322
1.372,0.0325
1.376,0.03174
1.38,0.0312
1.4,0.03227
1.404,0.03258
1.408,0.0325
