0,0.03105
0.0073356,0.031309
0.014671,0.031384
0.022007,0.031165
0.029342,0.030163
0.036678,0.031355
0.044013,0.031307
0.051349,0.031258
0.058685,0.031209
0.06602,0.031778
0.073356,0.032496
0.080691,0.031143
0.088027,0.031434
0.095362,0.031847
0.1027,0.031699
0.11003,0.031578
0.11737,0.031456
0.1247,0.031335
0.13204,0.032262
0.13938,0.03151
0.14671,0.031308
0.15405,0.03159
0.16138,0.031458
0.16872,0.031526
0.17605,0.03155
0.18339,0.031575
0.19072,0.031536
0.19806,0.032197
0.2054,0.031793
0.21273,0.032211
0.22007,0.031124
0.2274,0.030774
0.23474,0.030827
0.24207,0.03088
0.24941,0.030933
0.25675,0.031036
0.26408,0.031962
0.27142,0.031453
0.27875,0.031834
0.28609,0.03201
0.29342,0.032339
0.30076,0.031921
0.30809,0.031503
0.31543,0.031734
0.32277,0.031978
0.3301,0.031961
0.33744,0.03151
0.34477,0.03168
0.35211,0.031588
0.35944,0.031871
0.36678,0.032153
0.37411,0.03174
0.38145,0.031868
0.38879,0.031416
0.39612,0.032484
0.40346,0.031832
0.41079,0.031748
0.41813,0.03168
0.42546,0.031613
0.4328,0.031832
0.44013,0.030835
0.44747,0.031809
0.45481,0.032431
0.46214,0.03235
0.46948,0.032161
0.47681,0.031908
0.48415,0.031677
0.49148,0.03212
0.49882,0.031354
0.50615,0.031809
0.51349,0.031504
0.52083,0.031016
0.52816,0.031336
0.5355,0.031655
0.54283,0.031975
0.55017,0.03162
0.5575,0.031194
0.56484,0.031892
0.57217,0.031737
0.57951,0.031792
0.58685,0.032236
0.59418,0.031763
0.60152,0.03129
0.60885,0.031821
0.61619,0.032343
0.62352,0.031856
0.63086,0.031346
0.6382,0.03119
0.64553,0.031304
0.65287,0.031642
0.6602,0.031974
0.66754,0.031978
0.67487,0.032681
0.68221,0.031985
0.68954,0.03143
0.69688,0.031
0.70422,0.031165
0.71155,0.03133
0.71889,0.031379
0.72622,0.031743
0.73356,0.03189
0.74089,0.03169
0.74823,0.032398
0.75556,0.031995
0.7629,0.031904
0.77024,0.031812
0.77757,0.03174
0.78491,0.03205
0.79224,0.03159
0.79958,0.032198
0.80691,0.031927
0.81425,0.032122
0.82158,0.031869
0.82892,0.031616
0.83626,0.03166
0.84359,0.031525
0.85093,0.031173
0.85826,0.031625
0.8656,0.032166
0.87293,0.03174
0.88027,0.031516
0.8876,0.031292
0.89494,0.031428
0.90228,0.032066
0.90961,0.031833
0.91695,0.031521
0.92428,0.031734
0.93162,0.031565
0.93895,0.031396
0.94629,0.031326
0.95362,0.031758
0.96096,0.032468
0.9683,0.031471
0.97563,0.030699
0.98297,0.031028
0.9903,0.030973
0.99764,0.030918
1.005,0.031773
1.0123,0.031619
1.0196,0.031267
1.027,0.031681
1.0343,0.0312
1.0417,0.031075
1.049,0.030913
1.0563,0.030751
1.0637,0.031091
1.071,0.031392
1.0783,0.031247
1.0857,0.031678
1.093,0.031492
1.1003,0.031118
1.1077,0.030978
1.115,0.030839
1.1223,0.031598
1.1297,0.031428
1.137,0.030844
1.1443,0.031603
1.1517,0.031602
1.159,0.031615
1.1664,0.03164
1.1737,0.031372
1.181,0.030998
1.1884,0.031462
1.1957,0.031331
1.203,0.032106
1.2104,0.032275
1.2177,0.031828
1.225,0.03138
1.2324,0.031782
1.2397,0.031584
1.247,0.031704
1.2544,0.031721
1.2617,0.031246
1.2691,0.031182
1.2764,0.031157
1.2837,0.031131
1.2911,0.031219
1.2984,0.031498
1.3057,0.03189
1.3131,0.031519
1.3204,0.032108
1.3277,0.031898
1.3351,0.031687
1.3424,0.031476
1.3497,0.031624
1.3571,0.031858
1.3644,0.032263
1.3718,0.032481
1.3791,0.031323
1.3864,0.031544
1.3938,0.031936
1.4011,0.032355
1.4084,0.032377
1.4158,0.031002
1.4231,0.031644
1.4304,0.031841
1.4378,0.0318
1.4451,0.03205
1.4524,0.032299
1.4598,0.031844
1.4671,0.031842
1.4745,0.03143
1.4818,0.032575
1.4891,0.032312
1.4965,0.032302
1.5038,0.032107
1.5111,0.031913
1.5185,0.031886
1.5258,0.031681
1.5331,0.031825
1.5405,0.031978
1.5478,0.031795
1.5551,0.031785
1.5625,0.031759
1.5698,0.031844
1.5771,0.031585
1.5845,0.031998
1.5918,0.032047
1.5992,0.031109
1.6065,0.030994
1.6138,0.031273
1.6212,0.031551
1.6285,0.031744
1.6358,0.031721
1.6432,0.03147
1.6505,0.031388
1.6578,0.03139
1.6652,0.030649
1.6725,0.031016
1.6798,0.031382
1.6872,0.031765
1.6945,0.03209
1.7019,0.031377
1.7092,0.031822
1.7165,0.031771
1.7239,0.03151
1.7312,0.03151
1.7385,0.03151
1.7459,0.03151
1.7532,0.031693
1.7605,0.032069
1.7679,0.031517
1.7752,0.031938
1.7825,0.032083
1.7899,0.031927
1.7972,0.031973
1.8046,0.032018
1.8119,0.031972
1.8192,0.031796
1.8266,0.031523
1.8339,0.031694
1.8412,0.031452
1.8486,0.031732
1.8559,0.031848
1.8632,0.031965
1.8706,0.031892
1.8779,0.031468
1.8852,0.0317
1.8926,0.031838
1.8999,0.03287
1.9072,0.031823
1.9146,0.031334
1.9219,0.030845
1.9293,0.030776
1.9366,0.0319
1.9439,0.031448
1.9513,0.031459
1.9586,0.031822
1.9659,0.032068
1.9733,0.031713
1.9806,0.031371
1.9879,0.031511
