[477.1, -1.0092207927714674, -0.006428122255363663, 0.004287819107959082, 0.03987309312410428, -0.021713318284034108, -0.01634313881915096]
[477.1, -1.0092791619707897, -0.006543723442342638, 0.0045262559205398005, -0.015564008920672492, -0.0164214620715464, -0.006794539228774085]
[477.11, -1.009337786150955, -0.006686807251262382, 0.004587194605918488, -0.05907594074793143, 0.008547493861406375, 0.009626789266971204]
[477.12, -1.0093728610588304, -0.006819481465382348, 0.00445308602474708, -0.016402143676260167, 0.017110825700493663, 0.014170337825558516]
[477.13, -1.009366263642717, -0.006906491567250803, 0.004157139889744059, 0.06247693134474396, 0.002957345601539027, 0.0065692704009905935]
[477.14, -1.0093082824874167, -0.006923411483216401, 0.0037636881376254335, 0.06816296699530183, -0.008314318907563728, -0.0031920408920562376]
[477.15, -1.0091993020284034, -0.006862426279909929, 0.003345033084064136, -0.01371598694543535, -0.0034052151484847124, -0.010203120868891762]
[477.16, -1.0090534288266586, -0.0067339054812177584, 0.0029634542008982, -0.08150087170500529, 0.0029997019984451057, -0.01232132710677211]
[477.16, -1.008901868969762, -0.006558812494823559, 0.00266090776784867, -0.05593425161452717, -0.0008747628931164561, -0.00515535159629572]
[477.17, -1.0087829786269629, -0.006358233660995715, 0.0024537842452017717, 0.024957706638974023, -0.003848125421656799, 0.00982793657437248]
[477.18, -1.0087213585458408, -0.006154028254581189, 0.002335224796832014, 0.07197486510692697, 0.003878955996710089, 0.0191895212824683]
[477.19, -1.0087198699949045, -0.00597420839452032, 0.002287109902147472, 0.048946908355901264, 0.007216613004393445, 0.009695777652505797]
[477.2, -1.0087690467222252, -0.005850700493110059, 0.0022955651593067183, -0.01376089493613826, -0.007203608315948427, -0.01283878981782362]
[477.21, -1.0088578740103675, -0.005818287311374869, 0.0023640177658804527, -0.06136593634382373, -0.017194930259124677, -0.023750237904128273]
[477.22, -1.0089787933301764, -0.005918696551118915, 0.0025196552996909864, -0.05289287837530592, 0.004052479085044351, -0.007029721944007458]
