time, ax, ay, az, gx, gy, gz, time, ax, ay, az, gx, gy, gz, time, ax, ay, az, vx, vy, vz, px, py, pz, gx,  gy,  gz, tx, ty, tz, qw, qx, qy, qz, time, ax, ay, az, vx, vy, vz, px, py, pz, gx, gy, gz, tx, ty, tz, qw, qx, qy, qz
[4.78, 0.00597, -0.00648, 1.01986, -0.51361, 0.38269, -0.47979, 4.78, 0.0058104911309710041, -0.0063085708970351644, 1.0200510895034425, -0.42227477918718381, 0.45196878743598939, -0.41046335562903136, 4.78, 9.8099999999989862e-06, -2.2563000000003219e-05, -4.9050000008321604e-06, 2.5349039999995165e-05, -5.3790192000015345e-05, -1.1301120003977871e-05, 9.053923679988461e-06, 7.5522873596345671e-07, 2.0406369504925437e-06, -0.51361, 0.38269, -0.47979, -2.8984483376448047, 1.465326102443698, -2.294953, 0.9993914649542212, -0.02553988725734549, 0.013286814872740964, -0.019694529343836142]
[4.796, 0.00629, -0.00616, 1.01978, -0.6395, -0.02518, -0.30867, 4.796, 0.0058451746111255381, -0.0063098115545075825, 1.0200260041647131, -0.60152225495572931, 0.093560636744082673, -0.4294079447248158, 4.796, -0.0031293900000000027, -0.003161762999999998, 0.00077989500000086309, -2.4721200000004926e-05, -0.00010437840000001537, 1.1771999960359497e-06, 9.0589463999883833e-06, -5.1012000003679015e-07, 1.9596455904290085e-06, -0.6395, -0.02518, -0.30867, -2.9086803376448045, 1.464923222443698, -2.29989172, 0.9993883495548729, -0.025629583360054026, 0.013286142222128245, -0.01973650565907625]
[4.812, 0.00647, -0.00689, 1.01986, -0.4985, -0.60425, -0.2617, 4.812, 0.0059032312335208469, -0.0063331707939596931, 1.0200036419017176, -0.61155462078007972, -0.43101619973314764, -0.20941828672516699, 4.812, -0.0048951900000000076, 0.0039995370000000113, -4.9050000008321604e-06, -0.00010304424000000512, -4.0385808000015122e-05, 1.0987199960226351e-06, 8.0368228799883015e-06, -1.6682336640370349e-06, 1.9778529503654773e-06, -0.4985, -0.60425, -0.2617, -2.9166563376448047, 1.455255222443698, -2.3040789200000003, 0.9993869352168091, -0.02569792439584026, 0.013204118779678352, -0.019774267292399967]
[4.828, 0.00544, -0.00683, 1.01995, -0.67978, -1.21353, -0.26506, 4.828, 0.0059088508615150904, -0.0063903594108768343, 1.019992934078642, -0.52110902613262322, -1.0681683938735915, -0.28817171744064429, 4.828, 0.005209109999999989, 0.0034109370000000028, -0.0008878049999996307, -1.9698480000005224e-05, 1.4189183999984969e-05, -1.3106160003971469e-05, 7.0548811199882179e-06, -1.8778066560372763e-06, 1.8817934303018866e-06, -0.67978, -1.21353, -0.26506, -2.9275328176448046, 1.435838742443698, -2.3083198800000004, 0.9993859585602232, -0.02578987500804598, 0.01303759475033556, -0.019814371119451443]
[4.844, 0.00498, -0.00645, 1.01999, -0.60928, -0.72006, -0.07717, 4.844, 0.0058329888672612202, -0.0064174585159656313, 1.0199904445275259, -0.73155662196029092, -0.99874979817535237, -0.14832093880336461, 4.844, 0.0097217099999999945, -0.00031686300000000056, -0.0012802050000004783, 0.00013584887999999482, 9.1193759999849572e-06, -3.3589440003979141e-05, 7.9840843199881358e-06, -1.6913381760375168e-06, 1.5082286302382815e-06, -0.60928, -0.72006, -0.07717, -2.9372812976448044, 1.424317782443698, -2.3095546000000002, 0.9993848464325262, -0.02587303035997661, 0.012939076275677145, -0.01982663174015723]
[4.86, 0.00427, -0.00624, 1.0203, -0.59418, -0.76035, -0.13756, 4.86, 0.0057018586797585027, -0.0064095929643514966, 1.0200072219073795, -0.54317691295566428, -0.60587747845049345, -0.06696239794660018, 4.86, 0.016686809999999989, -0.0023769629999999958, -0.0043213049999994979, 0.00040283783999999487, -2.8912032000015007e-05, -0.00010273032000397117, 1.2293578079988057e-05, -1.8496794240377573e-06, 4.1767055017467782e-07, -0.59418, -0.76035, -0.13756, -2.9467881776448044, 1.412152182443698, -2.3117555600000004, 0.9993836715064404, -0.02595406409539771, 0.012835110643042073, -0.0198475091137358]
[4.876, 0.00505, -0.00698, 1.02013, -0.38773, -0.4834, -0.31874, 4.876, 0.0055887623361325781, -0.006431347645105329, 1.0200297767346487, -0.47756255973020778, -0.64774563928871376, -0.28597474897733366, 4.876, 0.0090350099999999961, 0.0048824370000000034, -0.0026536050000007805, 0.00054739799999999495, 4.9206959999985122e-05, -0.00014518800000398369, 1.9895464799987983e-05, -1.6873200000379963e-06, -1.5656760098889628e-06, -0.38773, -0.4834, -0.31874, -2.9529918576448044, 1.404417782443698, -2.3168554000000006, 0.9993822166225709, -0.02600735036289891, 0.012769866817721414, -0.01989304720540135]
[4.892, 0.00469, -0.00702, 1.01976, -0.23163, -0.01511, -0.31538, 4.892, 0.0055107389019260645, -0.006493076268557183, 1.0200205740098456, -0.27288048648708119, -0.15426447209489161, -0.33601481228722324, 4.892, 0.012566609999999999, 0.0052748370000000044, 0.00097609500000039873, 0.00074846375999999511, 0.00013360435199998526, -0.00012957048000397729, 3.0262358879987911e-05, -2.2482950403823193e-07, -3.7637438499526522e-06, -0.23163, -0.01511, -0.31538, -2.9566979376448046, 1.404176022443698, -2.3219014800000006, 0.9993804971331188, -0.026040146352889475, 0.012769526577789866, -0.019936697792250505]
[4.908, 0.00521, -0.00658, 1.01973, -0.29709, 0.23163, -0.32545, 4.908, 0.0054498693034202919, -0.0065263936008140427, 1.0199906597676192, -0.21800914812340608, 0.24859687502678643, -0.31093686985428182, 4.908, 0.0074654099999999918, 0.00095843700000000642, 0.001270394999998814, 0.00086791031999999509, 0.00014893934399998538, -0.00010924416000399624, 4.3193351519987846e-05, 2.0355200639615356e-06, -5.6742609700164423e-06, -0.29709, 0.23163, -0.32545, -2.9614513776448046, 1.407882102443698, -2.3271086800000007, 0.9993780667820676, -0.026082781142429123, 0.012803837729678724, -0.019980738279789842]
[4.924, 0.0058, -0.00648, 1.01982, -0.37262, 0.3978, -0.25164, 4.924, 0.0054558538772649517, -0.0065267850843899926, 1.0199672493649812, -0.40876476645059667, 0.29552819549977472, -0.28712173404027386, 4.924, 0.0016775100000000001, -2.2563000000003219e-05, 0.00038749500000001547, 0.00089475047999999508, 0.00014857833599998533, -0.00010304424000399599, 5.729463791998778e-05, 4.4156615039613042e-06, -7.3725681700803816e-06, -0.37262, 0.3978, -0.25164, -2.9674132976448044, 1.414246902443698, -2.3311349200000007, 0.9993752706107559, -0.026136300932232424, 0.012861286666905673, -0.02001373454729687]
