-0.004,-0.98976,0.00458,0.02701,-0.25177,-0.19135,-0.31538
0.0027821,-0.99022,0.0043511,0.027332,-0.36276,-0.28526,-0.48036
0.0095642,-0.99006,0.0032737,0.02675,-0.43172,-0.19005,-0.42131
0.016346,-0.99003,0.0030794,0.026564,-0.44635,-0.14646,-0.38522
0.023128,-0.99015,0.0034842,0.02671,-0.43568,-0.155,-0.38949
0.029911,-0.99027,0.003889,0.026856,-0.425,-0.16353,-0.39376
0.036693,-0.99039,0.0042938,0.027002,-0.41433,-0.17207,-0.39802
0.043475,-0.99051,0.0046987,0.027149,-0.40366,-0.18061,-0.40229
0.050257,-0.99123,0.0047353,0.02731,-0.38269,-0.25667,-0.40262
0.057039,-0.99048,0.0042897,0.02733,-0.16794,0.12608,-0.35294
0.063821,-0.98956,0.0036034,0.027303,-0.35985,-0.16686,-0.518
0.070603,-0.98992,0.0044021,0.027268,-0.20333,-0.22252,-0.62608
0.077385,-0.98948,0.0041477,0.026701,-0.23551,-0.24789,-0.50016
0.084168,-0.98931,0.0041193,0.026538,-0.26709,-0.16385,-0.40736
0.09095,-0.9897,0.0039879,0.026763,-0.27562,-0.069935,-0.32772
0.097732,-0.98966,0.0039246,0.026995,-0.25582,0.034882,-0.28003
0.10451,-0.98948,0.0041097,0.026721,-0.11253,0.069659,-0.31902
0.1113,-0.98954,0.0041059,0.026633,-0.0854,-0.34015,-0.30073
0.11808,-0.99045,0.0039136,0.027019,-0.38112,-0.19984,-0.39182
0.12486,-0.99017,0.0039357,0.027223,-0.37988,-0.19276,-0.47145
0.13164,-0.99032,0.0043768,0.026814,-0.53482,-0.21616,-0.5018
0.13842,-0.9904,0.0042279,0.02678,-0.38854,-0.16333,-0.46305
0.14521,-0.9905,0.0040991,0.02678,-0.22462,-0.10186,-0.39933
0.15199,-0.9906,0.0039702,0.02678,-0.060693,-0.040382,-0.33562
0.15877,-0.99058,0.0039427,0.02739,-0.1626,-0.12096,-0.29008
0.16555,-0.99027,0.0036265,0.026722,-0.16113,-0.29881,-0.47208
0.17234,-0.98988,0.0036793,0.026339,-0.34241,-0.12591,-0.14988
0.17912,-0.98971,0.0037731,0.026908,-0.42089,-0.040008,-0.38364
0.1859,-0.99046,0.0036612,0.026976,-0.29459,0.031731,-0.37375
0.19268,-0.99069,0.0036674,0.026787,-0.25113,-0.056575,-0.42232
0.19946,-0.99028,0.0035623,0.026682,-0.26479,-0.13854,-0.43142
0.20625,-0.98987,0.0034572,0.026577,-0.27845,-0.2205,-0.44053
0.21303,-0.99018,0.0032797,0.026648,-0.29233,-0.39192,-0.42331
0.21981,-0.99037,0.0040148,0.027149,-0.13042,-0.41723,-0.48314
0.22659,-0.98995,0.0042454,0.02716,0.04254,-0.19577,-0.48486
0.23337,-0.98986,0.004263,0.026394,-0.2417,-0.29966,-0.19127
0.24016,-0.98879,0.0029827,0.026553,-0.1465,-0.1465,-0.10285
0.24694,-0.98941,0.0032527,0.02673,-0.26718,-0.29382,-0.35364
0.25372,-0.98967,0.0037207,0.02696,-0.23303,-0.32114,-0.42645
0.2605,-0.98994,0.0041887,0.027191,-0.19888,-0.34846,-0.49927
0.26728,-0.99007,0.00443,0.026809,-0.13165,-0.47833,-0.58091
0.27407,-0.98999,0.0033912,0.026555,-0.30347,-0.37296,-0.54286
0.28085,-0.99008,0.0035418,0.026881,-0.33082,-0.20019,-0.35584
0.28763,-0.9899,0.0037326,0.026909,-0.36255,-0.1757,-0.46457
0.29441,-0.99019,0.0040122,0.026811,-0.2407,-0.11669,-0.22195
