0.004000,  0.006520, -0.007860, 1.019550,   -0.422970, 0.614320, -0.389200,   -0.445410, 0.606000, 0.318150, 0.000000
0.012000,  0.006390, -0.008540, 1.019080,   -0.146030, 0.317230, -0.369070,   -0.445410, 0.602970, 0.318150, 0.000000
0.028000,  0.006750, -0.007970, 1.019920,   -0.085600, 0.075530, -0.154340,   -0.445410, 0.602970, 0.318150, 0.000000
0.044000,  0.007150, -0.008070, 1.019940,   -0.387730, 0.005040, -0.157690,   -0.445410, 0.602970, 0.318150, 0.000000
0.060000,  0.008220, -0.008070, 1.019690,   -0.463260, -0.402830, -0.181180,   -0.445410, 0.602970, 0.318150, 0.000000
0.076000,  0.005870, -0.007860, 1.019840,   -0.740200, -0.795590, -0.278480,   -0.445410, 0.602970, 0.315120, 0.000000
0.092000,  0.006200, -0.007760, 1.020160,   -0.659640, -0.800630, -0.315380,   -0.443900, 0.602970, 0.318150, 0.000000
0.108000,  0.008560, -0.008240, 1.019690,   -0.825810, -1.042330, -0.288540,   -0.445410, 0.602970, 0.318150, 0.000000
0.124000,  0.007270, -0.008050, 1.019080,   -0.830840, -1.419980, -0.197950,   -0.445410, 0.602970, 0.316640, 0.000000
0.140000,  0.005720, -0.008980, 1.018540,   -0.599210, -1.480410, -0.251640,   -0.443900, 0.602970, 0.316640, 0.000000
0.156000,  0.003760, -0.008070, 1.019500,   -0.332340, -0.976870, -0.248280,   -0.445410, 0.602970, 0.318150, 0.000000
0.172000,  0.003870, -0.007800, 1.019630,   0.045320, -0.181270, -0.281830,   -0.445410, 0.604490, 0.318150, 0.000000
0.188000,  0.005210, -0.008050, 1.019730,   0.000000, 0.523680, -0.087230,   -0.445410, 0.602970, 0.318150, 0.000000
0.204000,  0.008050, -0.007670, 1.019840,   -0.045320, 0.735170, -0.110720,   -0.443900, 0.604490, 0.318150, 0.000000
0.220000,  0.008110, -0.007650, 1.019730,   0.085600, 0.830840, 0.000000,   -0.445410, 0.606000, 0.316640, 0.000000
0.236000,  0.010600, -0.007950, 1.020890,   -0.302120, 0.448150, 0.053680,   -0.445410, 0.604490, 0.318150, 0.000000
