0.004000,  0.056880, 0.029910, 1.038130,   -6.012270, 0.886230, -5.267580,   -0.748410, 0.375720, 0.303000, 0.000000
0.012000,  0.095840, 0.019870, 1.018240,   -6.807860, 0.015110, -4.324780,   -0.748410, 0.374210, 0.303000, 0.000000
0.028000,  0.086060, 0.017590, 0.973830,   -5.126040, -1.933590, -1.976180,   -0.746900, 0.372690, 0.304520, 0.000000
0.044000,  0.097830, 0.009610, 0.969720,   -0.478360, -1.681820, 0.053680,   -0.748410, 0.372690, 0.306030, 0.000000
0.060000,  0.087700, 0.013560, 0.983580,   3.469390, -1.868130, 1.996310,   -0.748410, 0.372690, 0.306030, 0.000000
0.076000,  0.068720, 0.017590, 1.075990,   3.207550, -2.477420, 2.627080,   -0.745380, 0.372690, 0.303000, 0.000000
0.092000,  0.025220, 0.029470, 1.059320,   -3.519740, -0.569000, 0.758260,   -0.746900, 0.372690, 0.304520, 0.000000
0.108000,  0.044610, 0.026340, 0.986390,   -3.429110, 2.638550, -2.123810,   -0.748410, 0.372690, 0.306030, 0.000000
0.124000,  0.053600, 0.020710, 1.015420,   -1.535800, 2.784580, -3.298110,   -0.746900, 0.369660, 0.304520, 0.000000
0.140000,  0.085200, 0.012400, 0.997560,   -1.057430, 3.786620, -3.851710,   -0.746900, 0.368150, 0.304520, 0.000000
0.156000,  0.111240, 0.009160, 0.997450,   1.430050, 3.751370, -0.734780,   -0.745380, 0.366630, 0.303000, 0.000000
0.172000,  0.095670, 0.015700, 1.000080,   3.157200, 5.387880, 2.378800,   -0.745380, 0.369660, 0.303000, 0.000000
0.188000,  0.083290, 0.017170, 1.051430,   3.343510, 3.106840, 4.596550,   -0.746900, 0.372690, 0.301490, 0.000000
0.204000,  0.045170, 0.021860, 1.079690,   -2.145080, -1.566010, 4.113410,   -0.748410, 0.372690, 0.301490, 0.000000
0.220000,  0.008660, 0.032620, 1.003510,   -4.954830, -2.839970, 1.170950,   -0.748410, 0.372690, 0.303000, 0.000000
0.236000,  0.001950, 0.033280, 0.990280,   -2.512660, -1.842960, -3.019630,   -0.748410, 0.372690, 0.306030, 0.000000
0.252000,  0.055830, 0.018060, 0.997750,   -0.362550, 0.191350, -6.129850,   -0.746900, 0.372690, 0.304520, 0.000000
0.268000,  0.087430, 0.014650, 0.988030,   1.691890, 2.074580, -5.663480,   -0.746900, 0.372690, 0.303000, 0.000000
0.284000,  0.130210, -0.000590, 1.006010,   3.806760, 2.623440, -2.073480,   -0.746900, 0.369660, 0.304520, 0.000000
0.300000,  0.127720, 0.010510, 1.023710,   4.431150, 2.935640, 2.358670,   -0.745380, 0.372690, 0.299970, 0.000000
0.316000,  0.157790, 0.003680, 1.033230,   3.781590, 5.428160, 8.951520,   -0.746900, 0.372690, 0.299970, 0.000000
0.332000,  0.079350, 0.035670, 1.065750,   0.760350, 3.660740, 14.658620,   -0.754470, 0.375720, 0.299970, 0.000000
0.348000,  0.008700, 0.046730, 1.021560,   -2.462310, -0.644530, 14.031210,   -0.757500, 0.375720, 0.303000, 0.000000
0.364000,  -0.027290, 0.042250, 0.965900,   -0.372620, -9.290310, 7.787290,   -0.760530, 0.378750, 0.306030, 0.000000
0.380000,  0.006560, 0.039310, 0.972230,   5.302280, -35.006100, 1.888950,   -0.760530, 0.378750, 0.306030, 0.000000
0.396000,  0.044880, 0.013520, 1.093650,   5.136110, -73.683006, -1.372250,   -0.760530, 0.378750, 0.307550, 0.000000
0.412000,  -0.051400, 0.014570, 1.029720,   -5.644680, -22.936251, -11.320260,   -0.754470, 0.378750, 0.312090, 0.000000
0.428000,  0.209030, -0.004370, 0.966340,   -0.453190, 18.671261, -12.387190,   -0.748410, 0.377240, 0.310580, 0.000000
0.444000,  0.143430, 0.017640, 1.011370,   1.550900, 42.916721, -5.133370,   -0.746900, 0.375720, 0.307550, 0.000000
0.460000,  0.193040, 0.007720, 1.004540,   2.784580, 62.051239, 1.677570,   -0.751440, 0.375720, 0.303000, 0.000000
0.476000,  0.090750, 0.047680, 1.064410,   3.398900, 50.726620, 9.438020,   -0.755990, 0.380270, 0.298460, 0.000000
0.492000,  0.016210, 0.046290, 1.032890,   -2.447200, 38.374790, 9.152830,   -0.759020, 0.381780, 0.293910, 0.000000
0.508000,  -0.024890, 0.044990, 1.006790,   -2.019200, 3.650670, 5.650060,   -0.763560, 0.381780, 0.296940, 0.000000
0.524000,  -0.051610, 0.036470, 1.017860,   -1.344450, -19.084169, -0.587150,   -0.763560, 0.381780, 0.296940, 0.000000
0.540000,  -0.034540, 0.023040, 1.008870,   -2.452240, -34.739231, -8.206680,   -0.762050, 0.381780, 0.299970, 0.000000
0.556000,  0.018290, 0.013200, 0.940090,   1.631470, -27.014919, -13.350120,   -0.757500, 0.380270, 0.299970, 0.000000
0.572000,  0.100480, 0.012170, 0.999510,   7.850190, -2.165220, -14.762630,   -0.752960, 0.378750, 0.296940, 0.000000
0.588000,  0.122360, 0.017410, 1.074960,   5.649720, 12.523040, -10.655940,   -0.749930, 0.378750, 0.292400, 0.000000
0.604000,  0.156970, 0.026170, 1.070440,   -0.115810, 20.312811, -4.801210,   -0.748410, 0.378750, 0.290880, 0.000000
