mass_A
t,x,y
2.335666667E0,9.536516309E2,1.180909179E2
2.352350000E0,9.536500042E2,1.180874083E2
2.369033333E0,9.536554894E2,1.180924834E2
2.385716667E0,9.536435377E2,1.180949300E2
2.402400000E0,9.536506556E2,1.180964185E2
2.419083333E0,9.536547646E2,1.180891147E2
2.435766667E0,9.536558486E2,1.180875647E2
2.452450000E0,9.536531245E2,1.180851431E2
2.469133333E0,9.536658389E2,1.180719800E2
2.485816667E0,9.536586724E2,1.180749193E2
2.502500000E0,9.536689692E2,1.180594646E2
2.519183333E0,9.536659598E2,1.180520595E2
2.535866667E0,9.536893387E2,1.180294857E2
2.552550000E0,9.536733758E2,1.180434743E2
2.569233333E0,9.536693197E2,1.180521665E2
2.585916667E0,9.536696394E2,1.180492115E2
2.602600000E0,9.536704884E2,1.180477350E2
2.619283333E0,9.536577004E2,1.180619434E2
2.635966667E0,9.536604828E2,1.180627117E2
2.652650000E0,9.536527729E2,1.180721115E2
2.669333333E0,9.536612921E2,1.180715606E2
2.686016667E0,9.536600510E2,1.180664449E2
2.702700000E0,9.536670875E2,1.180624213E2
2.719383333E0,9.536636389E2,1.180572645E2
2.736066667E0,9.536601386E2,1.180701972E2
2.752750000E0,9.536624283E2,1.180700096E2
2.769433333E0,9.536652252E2,1.180648641E2
2.786116667E0,9.536663120E2,1.180589494E2
2.802800000E0,9.536659904E2,1.180653261E2
2.819483333E0,9.536588217E2,1.180746264E2
2.836166667E0,9.536502628E2,1.180776256E2
2.852850000E0,9.536623162E2,1.180734586E2
2.869533333E0,9.536443903E2,1.180871457E2
2.886216667E0,9.536462401E2,1.180896034E2
2.902900000E0,9.536331126E2,1.180966999E2
2.919583333E0,9.536408538E2,1.180982995E2
2.936266667E0,9.536490864E2,1.180861758E2
2.952950000E0,9.536553121E2,1.180811294E2
2.969633333E0,9.536520219E2,1.180856132E2
2.986316667E0,9.536499567E2,1.180888868E2
3.003000000E0,9.536478054E2,1.180933420E2
3.019683333E0,9.536351593E2,1.180868072E2
3.036366667E0,9.536531036E2,1.180837089E2
3.053050000E0,9.536605395E2,1.180734779E2
3.069733333E0,9.536710799E2,1.180530567E2
3.086416667E0,9.537170534E2,1.179843966E2
3.103100000E0,9.538429289E2,1.166777107E2
3.119783333E0,9.553152397E2,1.159658826E2
3.136466667E0,9.574544859E2,1.140399353E2
3.153150000E0,9.583547796E2,1.122131619E2
3.169833333E0,9.607981574E2,1.110132500E2
3.186516667E0,9.633831955E2,1.099123209E2
3.203200000E0,9.647814908E2,1.080241796E2
3.219883333E0,9.658914744E2,1.059825865E2
3.236566667E0,9.669995574E2,1.038868477E2
3.253250000E0,9.676713009E2,1.020221801E2
3.269933333E0,9.678139137E2,1.001208732E2
3.286616667E0,9.678777277E2,9.819375429E1
3.303300000E0,9.678614261E2,9.628446079E1
3.319983333E0,9.677323485E2,9.439285261E1
3.336666667E0,9.677290311E2,9.227089403E1
3.353350000E0,9.677055706E2,9.020143601E1
3.370033333E0,9.675853829E2,8.816954988E1
3.386716667E0,9.676206984E2,8.608492028E1
3.403400000E0,9.675208271E2,8.408166777E1
3.420083333E0,9.666441456E2,8.197780396E1
3.436766667E0,9.659762321E2,7.970400813E1
3.453450000E0,9.645912447E2,7.627868393E1
3.470133333E0,9.646123570E2,7.389191985E1
3.486816667E0,9.637112763E2,7.008558315E1
3.503500000E0,9.628841363E2,6.618234573E1
3.520183333E0,9.618964235E2,6.225399129E1
3.536866667E0,9.611436207E2,5.825915712E1
3.553550000E0,9.603404049E2,5.456422873E1
3.570233333E0,9.606718579E2,5.176624422E1
3.586916667E0,9.603870069E2,4.781889050E1
3.603600000E0,9.589677181E2,4.227289697E1
3.620283333E0,9.588598762E2,3.811424518E1
3.636966667E0,9.592883953E2,3.401074915E1
3.653650000E0,9.597144468E2,2.813233995E1
3.670333333E0,9.607184689E2,2.209284512E1
3.687016667E0,9.619329153E2,1.601738880E1
3.703700000E0,9.633007582E2,9.934397979E0
3.720383333E0,9.635060548E2,2.413626682E0
3.737066667E0,9.646312591E2,-3.980353843E0
3.753750000E0,9.651769906E2,-1.184068845E1
3.770433333E0,9.657584304E2,-1.993767317E1
3.787116667E0,9.669233573E2,-2.820560263E1
3.803800000E0,9.664711862E2,-3.766936769E1
3.820483333E0,9.668576356E2,-4.596204030E1
3.837166667E0,9.672792286E2,-5.419639256E1
3.853850000E0,9.666737273E2,-6.384650938E1
3.870533333E0,9.668701683E2,-7.236339883E1
3.887216667E0,9.666917639E2,-8.198210636E1
3.903900000E0,9.666721693E2,-9.186547722E1
3.920583333E0,9.667773089E2,-1.000994157E2
3.937266667E0,9.666037041E2,-1.099575825E2
3.953950000E0,9.665089467E2,-1.198411495E2
3.970633333E0,9.658777335E2,-1.296902118E2
3.987316667E0,9.659900331E2,-1.398197938E2
4.004000000E0,9.658745282E2,-1.498715879E2
4.020683333E0,9.656263604E2,-1.599011073E2
4.037366667E0,9.658499748E2,-1.702929313E2
4.054050000E0,9.654220963E2,-1.818092472E2
4.070733333E0,9.656020698E2,-1.922944492E2
4.087416667E0,9.654054121E2,-2.039475998E2
4.104100000E0,9.654142033E2,-2.158756208E2
4.120783333E0,9.654731446E2,-2.278852967E2
4.137466667E0,9.655740568E2,-2.399126823E2
4.154150000E0,9.656269291E2,-2.520044943E2
4.170833333E0,9.654151879E2,-2.657027386E2
4.187516667E0,9.656663013E2,-2.786740924E2
4.204200000E0,9.660036138E2,-2.923582646E2
4.220883333E0,9.665657803E2,-3.060201247E2
4.237566667E0,9.675441988E2,-3.199342989E2
4.254250000E0,9.677402669E2,-3.339674970E2
4.270933333E0,9.680333800E2,-3.480570923E2
4.287616667E0,9.693737288E2,-3.620221266E2
4.304300000E0,9.698101213E2,-3.762803727E2
4.320983333E0,9.697596467E2,-3.914857016E2
4.337666667E0,9.716280300E2,-4.058358710E2
4.354350000E0,9.736072901E2,-4.198938186E2
4.371033333E0,9.752877558E2,-4.338510171E2
4.387716667E0,9.765139122E2,-4.479124997E2
4.404400000E0,9.778581330E2,-4.618931550E2
4.421083333E0,9.797704208E2,-4.743137737E2
4.437766667E0,9.808302118E2,-4.878308793E2
4.454450000E0,9.825541838E2,-4.999551119E2
4.471133333E0,9.840520779E2,-5.120819329E2
4.487816667E0,9.855392145E2,-5.240418573E2
4.504500000E0,9.858701157E2,-5.360078265E2
4.521183333E0,9.859235407E2,-5.479160427E2
4.537866667E0,9.875968177E2,-5.581258921E2
4.554550000E0,9.874116027E2,-5.696745128E2
4.571233333E0,9.876946973E2,-5.799115321E2
4.587916667E0,9.878450388E2,-5.899889294E2
4.604600000E0,9.878510693E2,-5.999397889E2
4.621283333E0,9.875790273E2,-6.096765561E2
4.637966667E0,9.878463504E2,-6.181167952E2
4.654650000E0,9.875859144E2,-6.271262653E2
4.671333333E0,9.870987831E2,-6.358651702E2
4.688016667E0,9.866229402E2,-6.440041007E2
4.704700000E0,9.863441797E2,-6.519759093E2
4.721383333E0,9.856308648E2,-6.599143506E2
4.738066667E0,9.839096422E2,-6.677398234E2
4.754750000E0,9.835385845E2,-6.739292669E2
4.771433333E0,9.829854683E2,-6.801371642E2
4.788116667E0,9.822492689E2,-6.859757986E2
4.804800000E0,9.813976669E2,-6.918337279E2
4.821483333E0,9.810985832E2,-6.962074742E2
4.838166667E0,9.803695120E2,-7.000801504E2
4.854850000E0,9.795220401E2,-7.039946844E2
4.871533333E0,9.782837387E2,-7.076906452E2
4.888216667E0,9.783545325E2,-7.098756596E2
4.904900000E0,9.777634699E2,-7.119185412E2
4.921583333E0,9.768433451E2,-7.138623806E2
4.938266667E0,9.764008671E2,-7.156480382E2
4.954950000E0,9.767604085E2,-7.161406190E2
4.971633333E0,9.760181716E2,-7.179513882E2
4.988316667E0,9.748474858E2,-7.198158671E2
5.005000000E0,9.753620811E2,-7.200854971E2
5.021683333E0,9.744317688E2,-7.219003034E2
5.038366667E0,9.731061093E2,-7.238740545E2
5.055050000E0,9.729580252E2,-7.243520987E2
5.071733333E0,9.715748023E2,-7.258880298E2
5.088416667E0,9.713041703E2,-7.261181601E2
5.105100000E0,9.697488709E2,-7.277957485E2
5.121783333E0,9.696664629E2,-7.278896471E2
5.138466667E0,9.695283005E2,-7.278694637E2
5.155150000E0,9.691753385E2,-7.277208144E2
5.171833333E0,9.696011286E2,-7.260783790E2
5.188516667E0,9.693364106E2,-7.240286812E2
5.205200000E0,9.678266774E2,-7.220036683E2
5.221883333E0,9.672846556E2,-7.180711647E2
5.238566667E0,9.654302770E2,-7.139883307E2
5.255250000E0,9.615950838E2,-7.098293543E2
5.271933333E0,9.576918735E2,-7.039954322E2
5.288616667E0,9.536511404E2,-6.979972049E2
5.305300000E0,9.478163829E2,-6.919790764E2
5.321983333E0,9.417343541E2,-6.857414078E2
5.338666667E0,9.360781375E2,-6.780728638E2
5.355350000E0,9.312374931E2,-6.700985432E2
5.372033333E0,9.236081192E2,-6.636227657E2
5.388716667E0,9.176017427E2,-6.558931004E2
5.405400000E0,9.116227658E2,-6.479383885E2
