mass_A
t	x	y
4.571233333E0	1.368864219E3	4.399075974E2
4.587916667E0	1.374996206E3	4.442742929E2
4.604600000E0	1.382304423E3	4.500151864E2
4.621283333E0	1.389432579E3	4.558578081E2
4.637966667E0	1.396489022E3	4.618225385E2
4.654650000E0	1.403125018E3	4.678283171E2
4.671333333E0	1.410047774E3	4.739577449E2
4.688016667E0	1.416850937E3	4.798983693E2
4.704700000E0	1.422998124E3	4.854133986E2
4.721383333E0	1.429832797E3	4.921622446E2
4.738066667E0	1.436786336E3	4.998441975E2
4.754750000E0	1.443101792E3	5.058741300E2
4.771433333E0	1.448999009E3	5.122384401E2
4.788116667E0	1.455520149E3	5.201805675E2
4.804800000E0	1.462555827E3	5.280958321E2
4.821483333E0	1.468782916E3	5.358527620E2
4.838166667E0	1.474886365E3	5.429080703E2
4.854850000E0	1.480623634E3	5.503722971E2
4.871533333E0	1.486833541E3	5.580983342E2
4.888216667E0	1.492627619E3	5.661503597E2
4.904900000E0	1.497185155E3	5.720101913E2
4.921583333E0	1.502905474E3	5.801326847E2
4.938266667E0	1.508565316E3	5.883356395E2
4.954950000E0	1.512973476E3	5.943857448E2
4.971633333E0	1.518921274E3	6.038794060E2
4.988316667E0	1.523192045E3	6.099692054E2
5.005000000E0	1.528767760E3	6.186091794E2
5.021683333E0	1.533034602E3	6.256980432E2
5.038366667E0	1.536939763E3	6.323255536E2
5.055050000E0	1.541145782E3	6.395357419E2
5.071733333E0	1.545041274E3	6.461852890E2
5.088416667E0	1.549231521E3	6.539375978E2
5.105100000E0	1.553654849E3	6.622078020E2
5.121783333E0	1.558136248E3	6.701523056E2
5.138466667E0	1.562109798E3	6.779187778E2
5.155150000E0	1.566192415E3	6.860145747E2
5.171833333E0	1.570025761E3	6.940006731E2
5.188516667E0	1.573919197E3	7.018788055E2
5.205200000E0	1.577633302E3	7.099714939E2
5.221883333E0	1.580752405E3	7.173920366E2
5.238566667E0	1.584050256E3	7.253449823E2
5.255250000E0	1.587126807E3	7.328745355E2
5.271933333E0	1.590167275E3	7.399787502E2
5.288616667E0	1.593043421E3	7.472179886E2
5.305300000E0	1.595875315E3	7.546360724E2
5.321983333E0	1.598518919E3	7.625990787E2
5.338666667E0	1.601184553E3	7.708094791E2
5.355350000E0	1.603658215E3	7.780584381E2
5.372033333E0	1.605986664E3	7.864414974E2
5.388716667E0	1.608664784E3	7.938115978E2
5.405400000E0	1.610954454E3	8.028094317E2
5.422083333E0	1.612909626E3	8.115119769E2
5.438766667E0	1.615054970E3	8.204793917E2
5.455450000E0	1.617035475E3	8.292847741E2
5.472133333E0	1.619039357E3	8.380041220E2
5.488816667E0	1.620879628E3	8.467463451E2
5.505500000E0	1.622740423E3	8.543908336E2
5.522183333E0	1.623343448E3	8.640645190E2
5.538866667E0	1.624958017E3	8.719170497E2
5.555550000E0	1.626276714E3	8.803227070E2
5.572233333E0	1.627214060E3	8.882852151E2
5.588916667E0	1.628564738E3	8.960013814E2
5.605600000E0	1.629034485E3	9.045181342E2
5.622283333E0	1.629417273E3	9.133571892E2
5.638966667E0	1.629985406E3	9.199080582E2
5.655650000E0	1.630787868E3	9.256623079E2
5.672333333E0	1.631005401E3	9.320948907E2
5.689016667E0	1.631071555E3	9.376051195E2
5.705700000E0	1.631428198E3	9.424437773E2
5.722383333E0	1.631250634E3	9.463515406E2
5.739066667E0	1.631064339E3	9.495003567E2
5.755750000E0	1.631153955E3	9.519383123E2
5.772433333E0	1.631115848E3	9.538431419E2
5.789116667E0	1.631136336E3	9.543861822E2
5.805800000E0	1.631210025E3	9.543823443E2
5.822483333E0	1.631027874E3	9.540595408E2
5.839166667E0	1.630992483E3	9.527863638E2
5.855850000E0	1.630993295E3	9.516041661E2
5.872533333E0	1.630962451E3	9.498097781E2
5.889216667E0	1.630964262E3	9.477383463E2
5.905900000E0	1.630997349E3	9.450392575E2
5.922583333E0	1.630922666E3	9.425032264E2
5.939266667E0	1.630965914E3	9.398892574E2
5.955950000E0	1.630856595E3	9.371755971E2
5.972633333E0	1.630723975E3	9.347166555E2
5.989316667E0	1.630710137E3	9.327715894E2
6.006000000E0	1.630687550E3	9.305893426E2
6.022683333E0	1.630833795E3	9.288614930E2
6.039366667E0	1.630750613E3	9.280206493E2
6.056050000E0	1.630875057E3	9.270519148E2
6.072733333E0	1.630907878E3	9.270259452E2
6.089416667E0	1.631097175E3	9.271441172E2
6.106100000E0	1.632340965E3	9.279097402E2
6.122783333E0	1.632841232E3	9.286406714E2
6.139466667E0	1.633216689E3	9.294948971E2
6.156150000E0	1.633711529E3	9.295497456E2
6.172833333E0	1.633999390E3	9.296904831E2
6.189516667E0	1.634681680E3	9.289237770E2
6.206200000E0	1.635010910E3	9.291676599E2
6.222883333E0	1.635393501E3	9.283112965E2
6.239566667E0	1.635194485E3	9.269523540E2
6.256250000E0	1.635133898E3	9.251610796E2
6.272933333E0	1.635148419E3	9.236958340E2
6.289616667E0	1.635180008E3	9.220728580E2
6.306300000E0	1.635172100E3	9.214166834E2
6.322983333E0	1.635217276E3	9.208739273E2
6.339666667E0	1.635714881E3	9.198388541E2
6.356350000E0	1.636242437E3	9.198607966E2
6.373033333E0	1.636605984E3	9.199549609E2
6.389716667E0	1.637089396E3	9.201056769E2
6.406400000E0	1.637220755E3	9.200943685E2
6.423083333E0	1.637652421E3	9.199277165E2
6.439766667E0	1.637905751E3	9.196510985E2
6.456450000E0	1.638038965E3	9.190079595E2
6.473133333E0	1.638040625E3	9.178934986E2
6.489816667E0	1.638017203E3	9.170045558E2
6.506500000E0	1.638079220E3	9.158146366E2
6.523183333E0	1.638069491E3	9.147373314E2
6.539866667E0	1.638027653E3	9.138108502E2
6.556550000E0	1.637990885E3	9.135413142E2
6.573233333E0	1.637988196E3	9.133587729E2
6.589916667E0	1.637998690E3	9.122802789E2
6.606600000E0	1.637945884E3	9.119065654E2
6.623283333E0	1.637953848E3	9.118169818E2
6.639966667E0	1.638034512E3	9.118512565E2
6.656650000E0	1.638136278E3	9.124869853E2
6.673333333E0	1.638024909E3	9.135854120E2
6.690016667E0	1.638125134E3	9.142385121E2
6.706700000E0	1.638086947E3	9.157912305E2
6.723383333E0	1.638212552E3	9.165103314E2
6.740066667E0	1.638110347E3	9.180167136E2
6.756750000E0	1.638433254E3	9.190579094E2
6.773433333E0	1.638261621E3	9.199308320E2
6.790116667E0	1.638307574E3	9.209068387E2
6.806800000E0	1.638364208E3	9.210594425E2
6.823483333E0	1.638273959E3	9.213737251E2
6.840166667E0	1.638255510E3	9.214019610E2
6.856850000E0	1.638240525E3	9.214288408E2
6.873533333E0	1.638227311E3	9.212884421E2
6.890216667E0	1.638206353E3	9.214141911E2
6.906900000E0	1.638137722E3	9.223011197E2
6.923583333E0	1.638197200E3	9.230222230E2
6.940266667E0	1.638138867E3	9.248248428E2
6.956950000E0	1.638198621E3	9.269774364E2
6.973633333E0	1.638371357E3	9.296578851E2
6.990316667E0	1.638813475E3	9.327026021E2
7.007000000E0	1.638797701E3	9.357440756E2
7.023683333E0	1.639126343E3	9.391191115E2
7.040366667E0	1.639279378E3	9.428805845E2
7.057050000E0	1.639129664E3	9.467573360E2
7.073733333E0	1.639608910E3	9.497905366E2
7.090416667E0	1.639870584E3	9.536626188E2
7.107100000E0	1.639955098E3	9.569948052E2
7.123783333E0	1.640096873E3	9.602731403E2
7.140466667E0	1.639991077E3	9.638150887E2
7.157150000E0	1.640094933E3	9.669523762E2
7.173833333E0	1.640013065E3	9.699123986E2
7.190516667E0	1.640037443E3	9.719310359E2
7.207200000E0	1.640032155E3	9.740965198E2
7.223883333E0	1.639885176E3	9.759153070E2
7.240566667E0	1.639960044E3	9.769490273E2
7.257250000E0	1.639957040E3	9.777109238E2
7.273933333E0	1.640005379E3	9.780214610E2
7.290616667E0	1.640093294E3	9.784672848E2
7.307300000E0	1.640079198E3	9.790642533E2
7.323983333E0	1.640112317E3	9.795568826E2
7.340666667E0	1.640169352E3	9.807258669E2
7.357350000E0	1.640155098E3	9.814892341E2
7.374033333E0	1.639998749E3	9.827074442E2
7.390716667E0	1.640057754E3	9.841209091E2
7.407400000E0	1.640027150E3	9.860751991E2
7.424083333E0	1.640044564E3	9.882781400E2
7.440766667E0	1.640027235E3	9.916368179E2
7.457450000E0	1.639945431E3	9.939344629E2
7.474133333E0	1.640044462E3	9.961425736E2
7.490816667E0	1.640010472E3	9.980164965E2
7.507500000E0	1.639930318E3	9.998281681E2
7.524183333E0	1.639907309E3	1.000652360E3
7.540866667E0	1.639969332E3	1.001375360E3
7.557550000E0	1.639956283E3	1.000919979E3
7.574233333E0	1.640016621E3	1.000301884E3
7.590916667E0	1.640006690E3	9.998723968E2
7.607600000E0	1.640027196E3	9.992350941E2
7.624283333E0	1.640029496E3	9.987617478E2
7.640966667E0	1.640029384E3	9.980472735E2
7.657650000E0	1.640067375E3	9.969096096E2
7.674333333E0	1.640011419E3	9.959650398E2
7.691016667E0	1.639931360E3	9.948213572E2
7.707700000E0	1.639989253E3	9.938850886E2
7.724383333E0	1.640054510E3	9.929281726E2
7.741066667E0	1.640035371E3	9.918018298E2
7.757750000E0	1.640081118E3	9.910263445E2
7.774433333E0	1.640047588E3	9.901624490E2
7.791116667E0	1.640044632E3	9.899106816E2
7.807800000E0	1.639944059E3	9.896701385E2
7.824483333E0	1.639976605E3	9.892703178E2
7.841166667E0	1.639960137E3	9.887338359E2
7.857850000E0	1.639962740E3	9.878130694E2
7.874533333E0	1.639985662E3	9.867113535E2
7.891216667E0	1.639990000E3	9.846290701E2
7.907900000E0	1.640169829E3	9.814168068E2
7.924583333E0	1.640094309E3	9.770248262E2
7.941266667E0	1.640113506E3	9.698616571E2
7.957950000E0	1.640166279E3	9.569638423E2
7.974633333E0	1.641819459E3	9.365143249E2
7.991316667E0	1.642309752E3	9.091795105E2
8.008000000E0	1.640207342E3	8.748852060E2
8.024683333E0	1.633937202E3	8.328089714E2
8.041366667E0	1.622217900E3	7.826558797E2
8.058050000E0	1.602008618E3	7.245254454E2
8.074733333E0	1.571601968E3	6.590562707E2
8.091416667E0	1.527970562E3	5.912205633E2
8.108100000E0	1.472419206E3	5.232807942E2
8.124783333E0	1.403684096E3	4.592378847E2
8.141466667E0	1.319972050E3	4.024094297E2
8.158150000E0	1.225886424E3	3.569905232E2
8.174833333E0	1.124169224E3	3.261925769E2
8.191516667E0	1.018184351E3	3.117808782E2
8.208200000E0	9.119898181E2	3.138452811E2
8.224883333E0	8.095758892E2	3.315806390E2
8.241566667E0	7.143793422E2	3.624063217E2
8.258250000E0	6.296271044E2	4.050408948E2
8.274933333E0	5.542094726E2	4.558172485E2
8.291616667E0	4.900104912E2	5.125053383E2
8.308300000E0	4.379039691E2	5.720447334E2
8.324983333E0	3.960688300E2	6.316597342E2
8.341666667E0	3.640558742E2	6.896638591E2
8.358350000E0	3.403681170E2	7.439518705E2
8.375033333E0	3.244860288E2	7.922520885E2
8.391716667E0	3.139907725E2	8.343555978E2
8.408400000E0	3.076913243E2	8.700772265E2
8.425083333E0	3.040111428E2	8.980809452E2
8.441766667E0	3.021184577E2	9.183106054E2
8.458450000E0	3.018584497E2	9.301141261E2
8.475133333E0	3.018835117E2	9.340740817E2
8.491816667E0	3.020866608E2	9.299437954E2
8.508500000E0	3.038774867E2	9.162533813E2
8.525183333E0	3.061718656E2	8.953529806E2
8.541866667E0	3.113606311E2	8.639211294E2
8.558550000E0	3.190767726E2	8.242732307E2
8.575233333E0	3.320859951E2	7.763986315E2
8.591916667E0	3.517894070E2	7.218689592E2
8.608600000E0	3.799640371E2	6.618076124E2
8.625283333E0	4.201203256E2	5.976293103E2
8.641966667E0	4.721982980E2	5.326520595E2
8.658650000E0	5.376519088E2	4.703234553E2
8.675333333E0	6.142261052E2	4.142398740E2
8.692016667E0	7.021738453E2	3.679397119E2
8.708700000E0	7.984901287E2	3.344710002E2
8.725383333E0	8.984118877E2	3.155666477E2
8.742066667E0	1.000276662E3	3.113467880E2
8.758750000E0	1.099865605E3	3.223334115E2
8.775433333E0	1.192920432E3	3.462663799E2
8.792116667E0	1.278236939E3	3.818164490E2
8.808800000E0	1.354276342E3	4.256023152E2
8.825483333E0	1.420161481E3	4.757133393E2
8.842166667E0	1.475847661E3	5.282544459E2
8.858850000E0	1.520056942E3	5.819005060E2
8.875533333E0	1.555950566E3	6.340712416E2
8.892216667E0	1.583698673E3	6.823026962E2
8.908900000E0	1.603711887E3	7.278387666E2
